,FIELD_GOAL_MADE,FIELD_GOAL_MISSED,FREE_THROW,REBOUND,TURNOVER,FOUL,VIOLATION,SUBSTITUTION,EJECTION,FGA
1242,26,20,18,23,5,6,0,10,0,46
1243,24,23,12,20,4,11,1,17,0,47
1244,18,22,12,23,13,14,1,13,0,40
1245,18,24,18,21,6,9,0,14,0,42
1246,29,20,8,22,7,8,0,11,0,49
1247,26,22,11,18,5,8,2,8,0,48
1248,25,30,7,29,4,9,0,11,0,55
1249,19,28,9,22,8,9,0,9,0,47
1250,16,23,3,20,9,4,0,13,0,39
1251,19,24,6,24,7,4,0,11,0,43
1252,21,24,11,27,7,7,0,12,0,45
1253,19,29,4,22,7,10,0,12,0,48
1254,23,22,6,25,7,11,0,11,0,45
1255,17,25,13,21,6,7,1,9,0,42
1256,20,24,12,19,7,9,0,11,0,44
1257,26,29,10,28,5,6,0,11,0,55
1258,25,20,12,21,3,6,2,10,0,45
1259,21,24,8,20,6,10,1,11,0,45
1260,26,17,10,21,10,10,0,15,0,43
1261,24,30,9,21,6,11,1,15,0,54
1262,14,26,13,21,7,9,0,12,0,40
1263,19,23,11,23,6,7,0,16,0,42
1264,26,21,8,25,6,10,1,13,0,47
1265,18,23,13,15,10,8,0,10,0,41
1266,23,25,13,21,3,8,0,13,0,48
1267,23,26,5,22,5,8,0,15,0,49
1268,21,24,15,24,8,14,0,14,0,45
1269,19,27,19,21,4,11,0,11,0,46
1270,18,21,12,16,6,4,0,12,0,39
1271,28,23,2,23,5,11,1,12,0,51
1272,24,14,15,15,8,6,0,9,0,38
1273,25,15,11,14,7,11,0,12,0,40
1274,22,21,6,21,8,5,0,8,0,43
1275,18,22,6,25,11,4,1,12,0,40
1276,22,24,7,20,3,9,0,14,0,46
1277,23,27,18,27,2,7,0,9,0,50
1278,12,38,16,29,4,5,0,13,0,50
1279,23,26,4,31,5,11,0,14,0,49
1280,25,17,13,20,4,10,0,13,0,42
1281,16,19,17,16,11,10,0,16,0,35
1282,19,25,8,24,7,7,0,8,0,44
1283,20,31,3,23,6,8,0,9,0,51
1284,29,20,11,29,6,10,0,16,0,49
1285,22,25,9,18,5,8,0,11,0,47
1286,25,16,10,19,5,6,0,10,0,41
1287,23,26,7,18,4,7,0,10,0,49
1288,33,17,4,17,4,10,0,8,0,50
1289,24,22,15,20,6,6,0,11,0,46
1290,23,21,10,23,10,13,0,13,0,44
1291,22,20,18,21,10,8,0,13,0,42
1292,24,18,5,21,10,11,0,14,0,42
1293,19,26,14,22,7,4,0,14,0,45
1294,25,22,12,21,4,8,0,12,0,47
1295,24,26,9,25,6,9,0,12,0,50
1296,20,24,7,23,4,7,3,12,0,44
1297,22,23,3,22,5,8,0,12,0,45
1298,21,21,9,19,9,16,0,16,0,42
1299,19,23,18,22,8,11,0,11,0,42
1300,21,22,5,18,7,7,0,13,0,43
1301,23,25,8,26,6,5,0,10,0,48
1302,19,34,19,25,3,11,0,12,0,53
1303,20,19,16,27,10,13,0,13,0,39
1304,23,18,12,19,4,9,1,9,0,41
1305,20,23,15,20,4,10,1,11,0,43
1306,17,23,6,25,12,11,0,13,0,40
1307,13,26,14,23,10,7,0,12,0,39
1308,16,25,7,20,9,9,0,12,0,41
1309,22,21,11,24,4,7,0,9,0,43
1310,27,15,12,21,5,5,1,10,0,42
1311,26,22,7,15,2,6,0,13,0,48
1312,19,25,5,18,6,8,1,11,0,44
1313,23,19,10,20,5,6,0,9,0,42
1314,24,22,14,15,4,7,0,11,0,46
1315,26,16,10,16,4,10,0,10,0,42
1316,22,23,19,18,5,12,0,12,0,45
1317,27,22,11,25,7,14,0,11,0,49
1318,27,17,12,15,4,6,1,12,0,44
1319,23,27,5,25,8,10,2,15,0,50
1320,26,26,5,29,9,9,0,7,0,52
1321,22,22,12,17,6,6,0,10,0,44
1322,16,27,7,27,11,8,0,13,0,43
1323,19,29,9,25,2,7,1,14,0,48
1324,23,20,14,18,5,6,0,11,0,43
1325,27,17,4,17,6,12,1,11,0,44
1326,25,20,8,21,7,11,1,10,0,45
1327,22,18,15,15,3,8,1,13,0,40
1328,22,22,12,26,9,17,0,12,0,44
1329,16,33,23,28,7,13,0,15,0,49
1330,30,14,13,20,12,7,0,13,0,44
1331,31,26,5,21,8,10,1,11,0,57
1332,21,29,9,23,5,9,1,12,0,50
1333,26,23,10,25,6,8,0,9,0,49
1334,23,31,12,30,8,7,0,12,0,54
1335,21,25,10,20,8,10,0,11,0,46
1336,20,29,15,26,2,10,1,12,0,49
1337,18,26,16,27,6,13,0,11,0,44
1338,32,17,6,29,6,6,0,5,0,49
1339,20,30,6,15,5,8,0,9,0,50
1340,26,19,15,20,6,9,0,11,0,45
1341,25,25,6,22,10,14,0,14,0,50
1342,15,36,5,27,4,8,0,11,0,51
1343,21,28,11,31,4,7,0,10,0,49
1344,18,27,10,18,1,6,1,12,0,45
1345,23,24,8,30,4,7,0,9,0,47
1346,22,20,18,18,5,8,1,11,0,42
1347,26,13,9,17,7,14,0,16,0,39
1348,19,34,5,24,5,12,1,14,0,53
1349,24,21,10,23,4,7,0,15,0,45
1350,23,18,11,21,6,12,0,9,0,41
1351,14,27,9,20,10,11,0,16,0,41
1352,22,21,7,18,10,10,0,12,0,43
1353,25,15,12,19,7,5,0,10,0,40
1354,21,21,18,24,10,9,0,12,0,42
1355,25,30,6,20,4,11,1,11,0,55
1356,29,19,6,20,2,8,1,11,0,48
1357,24,20,9,18,5,7,0,17,0,44
1358,21,26,5,23,6,7,0,13,0,47
1359,20,20,4,20,7,8,0,13,0,40
1360,20,25,18,25,6,9,1,12,0,45
1361,21,22,11,21,6,12,0,11,0,43
1362,27,28,14,27,1,7,0,10,0,55
1363,26,20,7,21,5,11,0,11,0,46
1364,24,20,4,19,1,7,1,11,0,44
1365,16,25,8,22,7,7,0,9,0,41
1366,24,12,11,20,12,9,0,11,0,36
1367,20,28,9,15,4,10,1,11,0,48
1368,21,22,12,22,10,6,0,12,0,43
1369,21,25,11,23,7,8,0,16,0,46
1370,28,15,11,17,7,16,0,12,0,43
1371,21,14,17,13,9,11,1,10,0,35
1372,20,26,13,19,4,9,0,13,0,46
1373,23,22,10,22,5,13,1,11,0,45
1374,24,24,12,27,3,8,1,10,0,48
1375,17,31,9,24,6,13,1,14,0,48
1376,18,26,7,25,4,5,0,8,0,44
1377,18,27,3,25,6,6,2,9,0,45
1378,24,23,6,21,4,5,0,11,0,47
1379,20,25,6,21,6,7,0,10,0,45
1380,18,24,8,23,6,10,0,13,0,42
1381,17,22,11,22,8,9,0,14,0,39
1382,16,28,16,18,4,6,0,11,0,44
1383,20,24,6,32,12,10,0,12,0,44
